;Vertex,頂点Index,位置_x,位置_y,位置_z,法線_x,法線_y,法線_z,エッジ倍率,UV_u,UV_v,追加UV1_x,追加UV1_y,追加UV1_z,追加UV1_w,追加UV2_x,追加UV2_y,追加UV2_z,追加UV2_w,追加UV3_x,追加UV3_y,追加UV3_z,追加UV3_w,追加UV4_x,追加UV4_y,追加UV4_z,追加UV4_w,ウェイト変形タイプ(0:BDEF1/1:BDEF2/2:BDEF4/3:SDEF/4:QDEF),ウェイト1_ボーン名,ウェイト1_ウェイト値,ウェイト2_ボーン名,ウェイト2_ウェイト値,ウェイト3_ボーン名,ウェイト3_ウェイト値,ウェイト4_ボーン名,ウェイト4_ウェイト値,C_x,C_y,C_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z
Vertex,9278,-3.757491,3.95718,1.414432,-0.8785087,0.2622032,0.3993394,1,0.3106309,0.9071475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.3221832,"右ひざD",0.5865245,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.09129228,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9284,-3.320514,6.176192,-0.6106902,-0.9063134,0.2468892,-0.3429894,1,0.3699926,0.8136519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右ひざD",0.5491835,"右足D",0.4508165,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9287,-3.187923,6.687775,-0.5883033,-0.9062684,0.2440484,-0.3451346,1,0.3699926,0.7936038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右足D",0.8004525,"右ひざD",0.1995475,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9290,-3.734923,5.057921,-0.0195978,-0.9678487,0.2444724,-0.05917875,1,0.3500383,0.8599187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.675,"右ひざD",0.25,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.075,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9294,-3.968138,3.923851,0.6951967,-0.952316,0.2533728,0.1699896,1,0.3305092,0.9071475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.4240456,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.2068938,"右ひざD",0.3690606,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9298,-3.885061,3.422128,1.46389,-0.8827699,0.2535048,0.3955409,1,0.3106309,0.9280909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.4702147,"右ひざD",0.3843734,"装飾_04-01_J_Sec_R_CoatSkirtBack",0.1454119,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9300,-3.480504,3.440373,2.084147,-0.6754524,0.2538171,0.6923445,1,0.2906768,0.9280909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.301643,"装飾_04-01_J_Sec_R_CoatSkirtBack",0.2788279,"右ひざD",0.4195291,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9303,-4.014686,2.887088,1.517024,-0.8811409,0.2723835,0.3865201,1,0.3106309,0.9487131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.5588464,"装飾_04-01_J_Sec_R_CoatSkirtBack",0.2115176,"右ひざD",0.229636,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9305,-4.237449,2.844792,0.7710147,-0.9570848,0.2511932,0.1445363,1,0.3305092,0.9487131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.7684,"装飾_04-01_J_Sec_R_CoatSkirtBack",0.09123813,"右ひざD",0.1403619,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9308,-4.101713,3.384289,0.7280387,-0.9599622,0.2420651,0.140986,1,0.3305092,0.9280909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.6774956,"右ひざD",0.2546559,"装飾_04-01_J_Sec_R_CoatSkirtBack",0.06784849,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9315,-4.271874,2.808068,-0.008414146,-0.9699163,0.2295417,-0.08107385,1,0.3500383,0.9487131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.9,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.1,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9318,-3.879014,4.471937,-0.01951011,-0.9682144,0.2412031,-0.06619661,1,0.3500383,0.8837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.675,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.225,"右ひざD",0.1,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9323,-3.464015,5.591669,-0.6412566,-0.9062442,0.238759,-0.3488775,1,0.3699926,0.8367636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.6703284,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.2096473,"右足D",0.1200243,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9332,-4.147099,3.346975,-0.01767793,-0.9695721,0.2225767,-0.1019297,1,0.3500383,0.9280909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.75,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.25,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9337,-4.002991,3.30538,-0.7470683,-0.9162051,0.220692,-0.3344596,1,0.3699926,0.9280909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.5303574,"右ひざD",0.3437933,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.1258494,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9342,-4.024108,3.886028,-0.01695399,-0.9693209,0.2343474,-0.07415079,1,0.3500383,0.9071475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.5,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.5,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9355,-3.883465,3.845504,-0.7162393,-0.9124506,0.227199,-0.3403154,1,0.3699926,0.9071475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.3418288,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.2361488,"右ひざD",0.4220223,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9364,-3.557578,3.805559,-1.321697,-0.7557334,0.2154784,-0.6184142,1,0.3899836,0.9071475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.6658008,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.2360691,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.09813019,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9368,-3.603264,5.018097,-0.664518,-0.9090571,0.233348,-0.3452014,1,0.3699926,0.8599187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.6290801,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.3103955,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.06052442,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9379,-3.742852,4.431892,-0.6882746,-0.9105101,0.2325166,-0.3419172,1,0.3699926,0.8837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.5358057,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.3066876,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.1575067,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9398,-3.426148,4.392686,-1.273487,-0.7558642,0.2177598,-0.6174545,1,0.3899836,0.8837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.7608845,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.1388751,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.1002404,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9411,-2.953512,4.355254,-1.677102,-0.4235236,0.1694245,-0.8899006,1,0.4089463,0.8837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.8823038,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.06589848,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.05179771,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9419,-3.29623,4.981606,-1.224478,-0.7552878,0.2177683,-0.6181564,1,0.3899836,0.8599187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.8026527,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.1404504,"右足D",0.05689686,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9432,-2.837727,4.945516,-1.617011,-0.431852,0.1698463,-0.8858081,1,0.4089463,0.8599187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.8622304,"右足D",0.07929807,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.05847152,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9439,-2.327811,4.317519,-1.814838,-0.3744743,0.1457368,-0.9157127,1,0.4274523,0.8837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.8963839,"装飾_05-01_J_Sec_R_CoatSkirtFront",0.06406546,"装飾_06-02_J_Sec_R_CoatSkirtSide2",0.03955059,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9448,-3.164134,5.554902,-1.179466,-0.7520113,0.2215249,-0.6208105,1,0.3899836,0.8367636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.7303995,"右足D",0.1804844,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.0891161,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9461,-2.23807,4.908464,-1.757192,-0.382555,0.1469996,-0.9121638,1,0.4274523,0.8599187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.8912821,"右足D",0.09237218,"装飾_05-01_J_Sec_R_CoatSkirtFront",0.01634566,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9468,-1.796948,4.292166,-2.154613,-0.5971529,0.1646973,-0.785037,1,0.4461324,0.8837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.81207,"装飾_05-01_J_Sec_R_CoatSkirtFront",0.157644,"右足D",0.030286,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9475,-2.722065,5.51796,-1.559181,-0.4387201,0.1728309,-0.881847,1,0.4089463,0.8367636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.7478536,"右足D",0.2146291,"装飾_06-01_J_Sec_R_CoatSkirtSide1",0.03751735,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9492,-3.030679,6.136813,-1.126829,-0.7526194,0.2257202,-0.6185583,1,0.3899836,0.8136519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右ひざD",0.5115023,"右足D",0.4884977,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9502,-1.725353,4.883002,-2.08785,-0.595676,0.1665121,-0.785776,1,0.4461324,0.8599187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.8505815,"右足D",0.1051198,"装飾_05-01_J_Sec_R_CoatSkirtFront",0.04429875,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9507,-1.31671,4.278311,-2.600057,-0.4528403,0.1725648,-0.8747326,1,0.464085,0.8837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.9281411,"左足D",0.06005418,"右足D",0.01180476,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9513,-2.145385,5.481164,-1.701491,-0.38876,0.1516408,-0.9087743,1,0.4274523,0.8367636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右ひざD",0.7418959,"右足D",0.2581041,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9522,-2.606914,6.097229,-1.493639,-0.4468723,0.1769558,-0.8769218,1,0.4089463,0.8136519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右ひざD",0.484688,"右足D",0.5153121,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9536,-2.907527,6.64462,-1.085274,-0.7697901,0.2241544,-0.5976438,1,0.3899836,0.7936038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右足D",0.8188958,"右ひざD",0.1811042,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9546,-2.786073,7.146441,-1.057964,-0.7480503,0.211139,-0.629159,1,0.3899836,0.773494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9641623,"右ひざD",0.03346397,"下半身",0.002373755,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9552,-2.499141,6.602813,-1.439344,-0.4802341,0.1759842,-0.8593048,1,0.4089463,0.7936038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右足D",0.830747,"右ひざD",0.169253,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9565,-1.258001,4.868764,-2.513861,-0.4750933,0.1821273,-0.860881,1,0.464085,0.8599187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.9098858,"左足D",0.06015059,"右足D",0.02996367,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9571,-0.6643812,4.861181,-2.71841,-0.1777453,0.1842464,-0.9666746,1,0.4814296,0.8599187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右ひざD",0.7743798,"左ひざD",0.2256202,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9576,-1.654669,5.45501,-2.020549,-0.592469,0.1728656,-0.7868277,1,0.4461324,0.8367636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右ひざD",0.7230594,"右足D",0.2769406,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9588,-2.053255,6.058021,-1.642159,-0.4001625,0.1553101,-0.9031881,1,0.4274523,0.8136519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右ひざD",0.4815402,"右足D",0.5184598,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9601,-2.389838,7.103503,-1.40007,-0.4556622,0.1576753,-0.8760768,1,0.4089463,0.773494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9598572,"右ひざD",0.03792053,"下半身",0.002222287,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9602,-2.67259,7.605537,-1.040106,-0.7487902,0.2089802,-0.6289996,1,0.3899836,0.7545938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.98131,"右ひざD",0.01322076,"下半身",0.005469292,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9605,-0.6392942,5.427485,-2.607203,-0.2061176,0.1936255,-0.9591792,1,0.4814296,0.8367636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.5759364,"右足D",0.2025732,"左ひざD",0.136253,"左足D",0.08523742,0,0,0,0,0,0,0,0,0
Vertex,9608,-0.003477413,5.421388,-2.651531,3.691735E-07,0.1948831,-0.9808265,1,0.4999426,0.8367636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"左ひざD",0.35,"右ひざD",0.35,"左足D",0.15,"右足D",0.15,0,0,0,0,0,0,0,0,0
Vertex,9612,-1.20579,5.439259,-2.422405,-0.5004545,0.1880145,-0.8451011,1,0.464085,0.8367636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.7574589,"右足D",0.1825411,"左足D",0.06,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9616,-1.584657,6.030445,-1.949,-0.5890608,0.1784594,-0.7881368,1,0.4461324,0.8136519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右足D",0.5331529,"右ひざD",0.4668471,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9620,-1.970944,6.561134,-1.590174,-0.4046346,0.1496181,-0.9021559,1,0.4274523,0.7936038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右足D",0.8126248,"右ひざD",0.1873752,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9628,-2.291919,7.562906,-1.37075,-0.463973,0.1504233,-0.8729845,1,0.4089463,0.7545938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9803439,"右ひざD",0.01436789,"下半身",0.005288251,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9630,-2.56023,8.064272,-1.024509,-0.7395287,0.204397,-0.6413416,1,0.3899836,0.7354382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9823595,"下半身",0.01279502,"右ひざD",0.004845424,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9633,-1.157628,6.013,-2.322362,-0.4297928,0.1954283,-0.8815247,1,0.464085,0.8136519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右ひざD",0.4581804,"右足D",0.4818196,"左足D",0.06,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9640,-0.6096985,5.998085,-2.499702,-0.1308524,0.1956384,-0.971907,1,0.4814296,0.8136519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.3999091,"右ひざD",0.361995,"左足D",0.1521174,"左ひざD",0.08597859,0,0,0,0,0,0,0,0,0
Vertex,9645,-1.524168,6.53089,-1.884208,-0.5848702,0.1730589,-0.7924503,1,0.4461324,0.7936038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右足D",0.808176,"右ひざD",0.191824,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9651,-1.885424,7.061734,-1.550076,-0.4108439,0.1389559,-0.9010541,1,0.4274523,0.773494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9517993,"右ひざD",0.04607981,"下半身",0.002120869,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9658,-2.195121,8.022058,-1.345297,-0.43422,0.1377748,-0.8902085,1,0.4089463,0.7354382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9814469,"下半身",0.01370859,"右ひざD",0.004844484,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9660,-2.095846,8.478148,-1.323753,-0.4799535,0.1406113,-0.8659521,1,0.4089463,0.7160512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"右足D",0.973858,"下半身",0.026142,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,9665,-1.806862,7.522112,-1.517732,-0.4101559,0.130214,-0.9026718,1,0.4274523,0.7545938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9798469,"右ひざD",0.01472423,"下半身",0.005428849,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9670,-1.458885,7.03056,-1.829897,-0.5814021,0.1636838,-0.7969813,1,0.4461324,0.773494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9497867,"右ひざD",0.04778548,"下半身",0.00242778,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9677,-1.117042,6.510843,-2.235406,-0.4514914,0.1871655,-0.8724245,1,0.464085,0.7936038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.7436219,"右ひざD",0.1963781,"左足D",0.06,"全ての親",0,0,0,0,0,0,0,0,0,0
Vertex,9683,-1.729488,7.98177,-1.490922,-0.4113134,0.1226256,-0.9032078,1,0.4274523,0.7354382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"右足D",0.9811121,"下半身",0.01310008,"右ひざD",0.005787779,"全ての親",0,0,0,0,0,0,0,0,0,0
