;Vertex,頂点Index,位置_x,位置_y,位置_z,法線_x,法線_y,法線_z,エッジ倍率,UV_u,UV_v,追加UV1_x,追加UV1_y,追加UV1_z,追加UV1_w,追加UV2_x,追加UV2_y,追加UV2_z,追加UV2_w,追加UV3_x,追加UV3_y,追加UV3_z,追加UV3_w,追加UV4_x,追加UV4_y,追加UV4_z,追加UV4_w,ウェイト変形タイプ(0:BDEF1/1:BDEF2/2:BDEF4/3:SDEF/4:QDEF),ウェイト1_ボーン名,ウェイト1_ウェイト値,ウェイト2_ボーン名,ウェイト2_ウェイト値,ウェイト3_ボーン名,ウェイト3_ウェイト値,ウェイト4_ボーン名,ウェイト4_ウェイト値,C_x,C_y,C_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z
Vertex,11223,2.72999,8.382438,-0.9830076,0.7953866,0.1713831,-0.5813674,1,0.685389,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.5360807,"Skrt-003-051",0.4639193,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11224,2.504537,9.415687,-0.9902655,0.8421065,0.2323593,-0.4866887,1,0.685724,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.5789488,"Skrt-003-051",0.4210512,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11227,1.417055,11.53816,-1.430481,0.3632044,0.2579427,-0.8952922,1,0.635608,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-051",0.9015549,"Skrt-001-049",0.09844506,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11228,2.627857,9.449852,-0.7165786,0.8073704,0.2506834,-0.534145,1,0.702857,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skrt-003-001",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11229,1.118128,10.88181,-1.683545,0.3028176,0.1327713,-0.9437549,1,0.5947909,0.681077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Skrt-001-049",0.3303894,"Skrt-003-049",0.2663214,"Skrt-001-047",0.2232949,"Skrt-003-047",0.1799943,0,0,0,0,0,0,0,0,0
Vertex,11230,3.104545,8.424747,-0.4964131,0.7393931,0.2086643,-0.6401228,1,0.716979,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skrt-003-001",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11231,1.220725,11.51605,-1.531386,0.4095604,0.2459356,-0.8785078,1,0.6162879,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-049",0.5420519,"Skrt-001-051",0.4579481,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11232,2.240672,10.20428,-0.9863417,0.8573695,0.2973486,-0.4201207,1,0.686804,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.6175289,"Skrt-003-051",0.3824711,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11233,2.798882,9.469595,-0.5125114,0.7425812,0.242939,-0.6241425,1,0.718014,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skrt-003-001",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11234,1.011934,11.51371,-1.625466,0.3988668,0.2079085,-0.8931289,1,0.596403,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-049",0.5699376,"Skrt-001-047",0.4300624,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11235,2.357839,10.23084,-0.7258065,0.8131942,0.2936561,-0.5024752,1,0.704459,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skrt-003-001",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11239,1.98929,10.96054,-0.9645166,0.871138,0.3153741,-0.3763746,1,0.688613,0.681077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Skrt-003-049",0.2920963,"Skrt-001-049",0.2775243,"Skrt-003-051",0.2307962,"Skrt-001-051",0.1995832,0,0,0,0,0,0,0,0,0
Vertex,11240,2.511255,10.25206,-0.5196651,0.7698188,0.3017168,-0.5624463,1,0.720191,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skrt-003-001",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11242,2.075329,10.98308,-0.7263326,0.8401526,0.3321332,-0.4287552,1,0.70691,0.681077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-001",0.5094987,"Skrt-001-001",0.4905013,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11243,1.771401,11.59354,-0.9466979,0.8980139,0.3560306,-0.2584824,1,0.690376,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-049",0.6291569,"Skrt-001-051",0.3708431,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11244,2.199876,11.00289,-0.516085,0.8064994,0.3525218,-0.4746442,1,0.724127,0.681077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-001",0.5039363,"Skrt-003-001",0.4960637,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11245,1.815542,11.61776,-0.7147053,0.871363,0.379283,-0.311241,1,0.710786,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-049",0.5969509,"Skrt-001-051",0.4030491,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11249,1.903104,11.63875,-0.517602,0.8229787,0.3961291,-0.4071706,1,0.7288259,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Skrt-001-001",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11254,1.533428,8.292608,-1.809184,0.980553,0.1581004,-0.116276,1,0.593399,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.644744,"Skrt-003-047",0.355256,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11255,1.49232,8.285262,-1.980035,0.9594579,0.1411434,-0.2439652,1,0.584823,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-047",0.5495501,"Skrt-003-049",0.4504499,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11256,1.354,9.319704,-1.923886,0.9841678,0.1574645,-0.08135497,1,0.584874,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-047",0.5901726,"Skrt-003-049",0.4098274,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11258,1.347614,9.336855,-1.759857,0.9873953,0.1580714,0.007994912,1,0.593679,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.6160895,"Skrt-003-047",0.3839105,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11259,1.233891,10.08663,-1.861636,0.988656,0.1496356,-0.0129775,1,0.584666,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-047",0.5752451,"Skrt-003-049",0.4247549,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11260,1.238001,10.09336,-1.715935,0.9880722,0.1452157,-0.05124212,1,0.593794,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.6398943,"Skrt-003-047",0.3601057,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11261,1.108944,10.86858,-1.787816,0.9845075,0.1547258,-0.08249201,1,0.586645,0.681077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Skrt-001-047",0.3193656,"Skrt-003-047",0.2667792,"Skrt-001-049",0.2254922,"Skrt-003-049",0.1883629,0,0,0,0,0,0,0,0,0
Vertex,11262,1.118128,10.88181,-1.683545,0.9809569,0.1563146,-0.1152795,1,0.5947909,0.681077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Skrt-001-049",0.3303894,"Skrt-003-049",0.2663214,"Skrt-001-047",0.2232949,"Skrt-003-047",0.1799943,0,0,0,0,0,0,0,0,0
Vertex,11263,1.006516,11.51511,-1.674379,0.9774233,0.1784102,-0.1131971,1,0.590728,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-047",0.5320619,"Skrt-001-049",0.4679381,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11264,1.011934,11.51371,-1.625466,0.9763004,0.1896095,-0.1043352,1,0.596403,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-049",0.5699376,"Skrt-001-047",0.4300624,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11267,0.7672648,8.260318,-1.954624,0.9318593,0.04851476,-0.3595618,1,0.548604,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-045",0.7452602,"Skrt-003-047",0.2547398,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11268,0.6718628,8.241547,-2.175414,0.9095318,0.04325257,-0.4133778,1,0.536601,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-045",0.7887097,"Skrt-003-043",0.2112903,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11269,0.6663815,9.286007,-2.075806,0.9356898,0.05314122,-0.3487988,1,0.537617,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-045",0.7627683,"Skrt-003-043",0.2372317,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11272,0.7386926,9.306162,-1.848748,0.9456294,0.05187291,-0.3210831,1,0.5507659,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-045",0.7361392,"Skrt-003-047",0.2638608,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11274,0.6373755,10.06396,-2.015465,0.9356447,0.07168096,-0.3455876,1,0.538826,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-045",0.7851557,"Skrt-003-043",0.2148443,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11276,0.7087649,10.08158,-1.832591,0.9165109,0.08226845,-0.3914585,1,0.551324,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-045",0.7468156,"Skrt-003-047",0.2531844,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11278,0.5763218,10.86045,-1.90578,0.8970253,0.1129452,-0.4273044,1,0.540808,0.681077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Skrt-001-045",0.4475898,"Skrt-003-045",0.3625195,"Skrt-001-043",0.1049156,"Skrt-003-043",0.08497504,0,0,0,0,0,0,0,0,0
Vertex,11279,0.6425312,10.87957,-1.779286,0.8836147,0.1157283,-0.4536871,1,0.551577,0.681077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Skrt-001-045",0.4333478,"Skrt-003-045",0.3492323,"Skrt-001-047",0.1203947,"Skrt-003-047",0.09702531,0,0,0,0,0,0,0,0,0
Vertex,11280,2.577426,9.409873,-1.173387,0.3843524,0.1043504,-0.91727,1,0.674439,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.5852736,"Skrt-003-051",0.4147264,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11281,2.84058,8.37794,-1.16881,0.3518102,0.08768346,-0.9319556,1,0.674351,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.5379738,"Skrt-003-051",0.4620262,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11282,2.476994,8.363697,-1.307376,0.3913856,0.08245336,-0.9165254,1,0.654317,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.5324898,"Skrt-003-051",0.4675102,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11283,0.5365688,11.50238,-1.792432,0.8873675,0.1546393,-0.4343565,1,0.544645,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-045",0.8455059,"Skrt-001-043",0.1544941,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11284,0.5760403,11.51795,-1.699857,0.8966741,0.1708706,-0.4083855,1,0.553242,0.59237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-001-045",0.8230856,"Skrt-001-047",0.1769144,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11285,2.294573,9.397532,-1.302313,0.4557713,0.1051088,-0.8838691,1,0.6571639,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.5904458,"Skrt-003-051",0.4095542,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11287,2.179682,8.375719,-1.443598,0.4551325,0.07300118,-0.8874261,1,0.63823,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-051",0.539445,"Skrt-003-052",0.460555,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11288,0.2896883,8.245952,-2.136154,-0.1146568,0.08931291,-0.9893821,1,0.517023,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-043",0.6311318,"Skrt-003-045",0.3688682,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11289,-0.04560317,8.233943,-2.098943,-0.1155264,0.09860747,-0.9883978,1,0.500141,0.980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-043",0.569674,"Skrt-003-041",0.430326,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11290,-0.006761747,9.284342,-1.995998,-0.1483601,0.08411909,-0.9853493,1,0.500141,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-043",0.5880015,"Skrt-003-041",0.4119985,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11291,2.33383,10.18206,-1.145924,0.4847513,0.1909125,-0.8535623,1,0.675623,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.6367677,"Skrt-003-051",0.3632323,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11292,0.3074164,9.287211,-2.048728,-0.119691,0.07748804,-0.9897826,1,0.5177879,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-043",0.6418852,"Skrt-003-045",0.3581148,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11293,2.027489,9.393883,-1.454228,0.5043033,0.1006944,-0.8576356,1,0.6404799,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-051",0.5786824,"Skrt-003-052",0.4213176,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11296,0.0113295,10.06501,-1.942747,-0.1487254,0.06656612,-0.9866356,1,0.500141,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-043",0.6084123,"Skrt-003-041",0.3915877,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11297,2.096048,10.16348,-1.30308,0.5256025,0.1931289,-0.8285187,1,0.6583529,0.777331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-049",0.6906195,"Skrt-003-051",0.3093805,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,11298,0.6663815,9.286007,-2.075806,-0.08763549,0.08332542,-0.9926615,1,0.537617,0.868008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Skrt-003-045",0.7627683,"Skrt-003-043",0.2372317,"",0,"",0,0,0,0,0,0,0,0,0,0
